label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,file,strain
short,0.0015,30700,30700,30700,30200,30200,30200,30200,30200,30200,30200,T0000105,SD
short,0.0066,40000,,40000,,,40500,41000,41500,41500,41500,T0000105,SD
short,0.0035,43900,43900,44400,43900,43900,43900,43900,43400,43400,43900,T0000105,SD
short,0.0035,,,42900,42900,42900,42900,42900,43400,42400,,T0000105,SD
short,0.004,41500,41500,41900,41900,41900,41900,41900,42400,42400,41500,T0000105,SD
short,0.0076,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,T0000105,SD
short,0.0102,48300,49300,48800,49300,49800,49800,49800,49800,49800,49800,T0000105,SD
short,0.0076,,,,45800,45800,,45800,45800,,,T0000105,SD
short,0.0081,48300,48300,48300,48300,48300,48300,48300,48300,48300,47800,T0000105,SD
short,0.0046,,,49300,49300,49300,49800,50200,49800,49800,49300,T0000105,SD
short,0.0051,,,,,51700,51700,51700,51700,,51700,T0000105,SD
short,0.0046,73700,74200,74200,74700,74700,74700,75100,,,,T0000105,SD
short,0.0061,49800,49800,50200,50700,50700,50200,49800,49800,,,T0000105,SD
short,0.0035,68800,68800,68300,67800,67800,67800,67800,67300,67300,67300,T0000105,SD
short,0.0046,48300,48800,48800,48800,48800,48300,47800,,46800,46800,T0000105,SD
short,0.0046,,,,,,,66800,67300,66800,,T0000105,SD
short,0.004,69300,69300,69300,68800,68800,68300,68300,67800,68800,,T0000105,SD
short,0.0066,54100,54600,55100,54600,,54600,54600,54600,54600,54600,T0000105,SD
short,0.0076,67800,67800,68300,,,,68300,67300,67300,66800,T0000105,SD
short,0.0076,,,,48800,48300,48300,48800,49300,49300,49800,T0000105,SD
short,0.0035,,,49300,49300,48800,48800,49300,48300,48300,,T0000105,SD
short,0.0117,,77100,77100,,,,,,,,T0000105,SD
short,0.0107,40000,40500,40500,40500,40500,40500,41000,40000,40000,40500,T0000105,SD
short,0.0117,40000,40000,40000,39500,40000,40500,40500,40500,41500,41000,T0000105,SD
short,0.002,54100,54100,54100,55100,55100,53200,53200,54600,54600,54100,T0000105,SD
short,0.0061,59500,60500,60000,60000,60500,60000,60500,60500,61000,60500,T0000105,SD
short,0.0076,40000,40000,40500,41000,41000,41000,41000,41000,40500,,T0000105,SD
short,0.0107,36100,36600,37100,37500,38000,38000,38500,38500,38500,38500,T0000105,SD
short,0.0035,61500,61500,61500,61500,58100,58100,63400,63400,62900,62900,T0000105,SD
short,0.0081,,44400,43900,44400,44900,44900,44400,43900,43400,43400,T0000105,SD
short,0.0046,62000,62500,,,61500,,,,,,T0000105,SD
short,0.0035,61000,61000,60000,60000,60000,60000,58500,,,,T0000105,SD
short,0.0025,62900,62900,62900,62900,62900,62900,62500,62500,62500,62500,T0000105,SD
short,0.0092,34100,34100,34100,34600,34600,34100,34100,34100,34600,34100,T0000105,SD
short,0.0066,33600,33600,33600,33600,33600,34100,33600,33600,34100,41500,T0000105,SD
short,0.0092,40000,40000,40000,40000,34100,34100,34600,41000,41500,41500,T0000105,SD
short,0.004,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,T0000105,SD
short,0.0117,56100,56100,56100,56100,56100,56100,56100,56100,55600,55100,T0000105,SD
short,0.0117,,59500,59500,60000,60000,59500,59000,59500,59000,59000,T0000105,SD
short,0.0117,48800,48800,49300,49300,49300,49300,49800,49800,50200,50200,T0000105,SD
short,0.0046,46800,46800,46800,46800,47300,46800,46800,46800,46800,46800,T0000105,SD
short,0.004,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,T0000105,SD
short,0.0056,48800,48800,49300,49300,49300,49300,49300,49300,49300,48300,T0000105,SD
short,0.0046,31700,30700,31700,31200,30700,30700,30200,30200,,,T0000105,SD
short,0.0097,41000,,42400,42900,42900,43400,43900,44400,44400,44400,T0000105,SD
short,0.0081,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,T0000105,SD
short,0.0112,,,33600,34100,34100,34600,34100,,34600,,T0000105,SD
short,0.004,,,64400,64400,64400,64400,64400,64400,64400,63900,T0000105,SD
short,0.0087,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,T0000105,SD
short,0.0051,66800,66800,66800,66400,66800,66800,66800,66800,66800,66800,T0000105,SD
short,0.0107,42400,42900,42900,43900,44400,44400,44400,44900,44900,44900,T0000105,SD
short,0.0025,71700,71700,71700,71700,,,,,,,T0000105,SD
short,0.0081,,57100,,57600,57600,57600,57600,58100,,,T0000105,SD
short,0.0076,71200,70300,70800,70800,70800,70800,70800,70800,70300,69800,T0000105,SD
short,0.004,61500,61500,61500,61500,61500,62000,61500,62000,62000,,T0000105,SD
short,0.0081,48300,48300,48300,48300,49300,49300,48800,48800,48800,48800,T0000105,SD
short,0.0035,57600,57600,57600,57600,57600,57600,58100,58100,57600,57600,T0000105,SD
short,0.0071,39500,40000,40000,39500,40000,40500,40500,40500,40500,40500,T0000105,SD
short,0.0061,,62000,61500,61000,61000,61000,60500,60500,61000,,T0000105,SD
short,0.0076,,,48800,49800,49300,49300,49800,49800,49800,,T0000105,SD
short,0.0061,41500,41500,41900,41900,41900,41900,41900,41900,41900,42400,T0000105,SD
short,0.0046,50700,51700,51700,52200,52200,52200,52200,52700,52200,51700,T0000105,SD
short,0.004,50200,50200,49800,49800,49800,49800,49800,49800,49800,49800,T0000105,SD
short,0.003,,,69800,69300,69300,69800,69800,69800,69300,69300,T0000105,SD
short,0.0097,71700,71700,71200,71200,71200,71200,71200,70800,70800,70300,T0000105,SD
short,0.0071,53200,53200,53700,53700,53700,54100,53700,53700,53700,,T0000105,SD
short,0.0071,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,T0000105,SD
short,0.0087,52200,52200,52200,52700,52700,52700,53200,53200,53700,53700,T0000105,SD
short,0.0097,43900,43900,43900,43900,44400,43900,43900,43900,43900,43900,T0000105,SD
short,0.002,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,T0000105,SD
short,0.0046,49800,49800,49800,49800,49800,49800,49800,49800,49800,,T0000105,SD
short,0.0112,48800,48800,48300,48300,48300,48300,48300,48300,48300,,T0000105,SD
short,0.0117,43400,43400,42900,43400,42900,42900,41900,41900,41900,41000,T0000105,SD
short,0.0071,42400,41900,42400,42900,42900,42900,42900,42900,43400,,T0000105,SD
short,0.0092,41000,41500,41900,42400,42400,42900,46800,46800,,,T0000105,SD
short,0.0081,41500,41500,41900,41900,41900,41900,42400,42900,42900,,T0000105,SD
short,0.0097,45400,45800,45800,46300,46300,46300,46300,46800,46300,46300,T0000105,SD
short,0.003,49800,49800,49800,50200,50200,50200,50700,50700,50700,50700,T0000105,SD
short,0.0112,68300,68800,68800,69300,69300,68800,68800,68300,68300,67800,T0000105,SD
short,0.0051,51200,52200,52200,51700,51700,51700,51700,51700,51200,,T0000105,SD
short,0.0112,69800,69800,70300,70300,70800,70300,70300,70300,69800,69300,T0000105,SD
short,0.0081,69300,69300,69800,69800,69800,69800,69800,69300,69300,68800,T0000105,SD
short,0.0076,40500,40500,41000,41000,40500,40500,40000,40000,39500,39500,T0000105,SD
short,0.0035,42400,42400,42900,42400,42900,42900,42900,42900,42900,42900,T0000105,SD
short,0.0117,50200,,51200,51700,51700,51200,51700,51700,52200,51700,T0000105,SD
short,0.0056,56600,56600,57100,57100,57600,57600,58100,58100,58500,,T0000105,SD
short,0.0066,71700,72200,72200,73200,73200,73200,73700,73700,73700,73700,T0000105,SD
short,0.0066,73700,73200,73200,,73200,73700,73200,73200,72700,,T0000105,SD
short,0.003,35600,35600,35600,35100,35100,35100,34600,34600,34600,34600,T0000105,SD
short,0.0097,69800,,70800,71200,71200,71200,71200,70800,70300,69800,T0000105,SD
short,0.0071,57600,57600,57600,57600,57600,57600,57600,57100,57100,56600,T0000105,SD
short,0.0107,78600,78600,79100,79500,79500,79500,80000,80500,79500,,T0000105,SD
short,0.0035,,,48300,48800,48800,48800,48800,48800,48300,48300,T0000105,SD
short,0.0092,52200,52700,52700,53200,53200,53200,53200,53200,53200,52700,T0000105,SD
short,0.0046,42900,43400,42900,42900,42900,42900,42400,42400,42400,42400,T0000105,SD
short,0.0071,57100,57100,56600,57100,57100,57100,57600,57600,57600,57600,T0000105,SD
short,0.0122,,40500,41000,41000,40500,40500,40500,40500,40500,,T0000105,SD
short,0.0051,51200,51200,51200,51200,51200,51200,51200,51200,51700,51200,T0000105,SD
short,0.0066,48800,49300,48800,49300,49300,49300,49300,49300,49800,49800,T0000105,SD
short,0.0046,,,53700,,55600,56100,56600,56600,57100,,T0000105,SD
short,0.0102,70300,70300,70300,69800,,,,,73200,73200,T0000105,SD
short,0.0076,71700,72200,72700,72700,72700,72200,71700,71700,71200,69800,T0000105,SD
short,0.0046,77100,,,,,,,,,,T0000105,SD
short,0.0112,68300,68800,69300,69300,69300,69300,68800,68800,68300,,T0000105,SD
short,0.0035,74700,74700,74200,74200,74200,74200,74700,74200,74200,74200,T0000105,SD
short,0.0122,51200,51200,50700,50200,50200,50200,50200,49800,49800,,T0000105,SD
short,0.0112,52700,52700,52700,52700,52700,53200,53200,53700,54100,54100,T0000105,SD
multi-step-s,0.0404,72200,72700,74700,73700,71200,37500,36600,35600,55600,57100,T0000105,SD
multi-step,0.0353,,70300,70300,42900,40500,,,,68800,67300,T0000105,SD
multi-step,0.0691,48300,49300,46300,,,,70300,,35600,36100,T0000105,SD
multi-step,0.0532,72200,74700,74700,72700,37500,,,,71700,,T0000105,SD
multi-step,0.0675,39000,38500,39000,39000,41000,,59500,61500,38000,39000,T0000105,SD
multi-step,0.1136,80000,82000,83000,87400,86900,,48800,,78100,,T0000105,SD
multi-step,0.0368,,73200,73200,72700,43400,43400,42400,41000,41500,62000,T0000105,SD
multi-step,0.067,,,,,,73700,,,,46800,T0000105,SD
multi-step,0.0348,73200,,51200,,,,,73700,73200,,T0000105,SD
multi-step,0.0302,73200,74200,74200,,38000,38000,37500,,58100,,T0000105,SD
multi-step,0.0721,,,76100,40000,41000,,,72700,44400,,T0000105,SD
inverted-u,0.0138,,,,,,68800,,,62500,62500,T0000105,SD
inverted-u,0.0138,,,,,,79500,78600,77100,,,T0000105,SD
inverted-u,0.0245,,,72200,74200,74200,73700,71700,70800,69800,68800,T0000105,SD
inverted-u,0.0225,36600,37100,40000,40500,40000,39500,39500,37100,37500,37500,T0000105,SD
inverted-u,0.0158,45400,46800,47300,48300,48300,48800,49800,49800,49300,46800,T0000105,SD
inverted-u,0.0296,43900,45400,46300,47800,47800,47800,47800,47800,47300,45800,T0000105,SD
inverted-u,0.0158,45800,47800,47800,49800,50200,49300,46800,46800,45400,,T0000105,SD
inverted-u,0.0225,43400,43400,45800,46300,46300,46800,46800,46300,41900,,T0000105,SD
inverted-u,0.0168,,,78100,,79500,78600,77600,,72700,,T0000105,SD
inverted-u,0.0138,,,77100,77600,77600,,,72700,,,T0000105,SD
inverted-u,0.0158,,61500,62000,62500,62500,62000,61500,58500,57600,57100,T0000105,SD
inverted-u,0.0143,,,62500,62000,62000,62000,60000,59000,58100,57100,T0000105,SD
inverted-u,0.0163,62000,62500,63900,64400,64900,64400,62900,,59000,57100,T0000105,SD
inverted-u,0.0163,,72700,76100,77100,77100,77100,,73200,72200,,T0000105,SD
flat-z,0.3087,34100,,37500,37100,36600,37100,36600,36600,37100,33600,T0000105,SD
flat-z,0.1024,34100,34600,37100,42900,37100,36600,36600,36600,36100,,T0000105,SD
flat-z,0.3348,33200,41000,40000,40000,41500,42900,41000,41900,34600,35100,T0000105,SD
flat-z,0.214,,41500,41500,40000,39500,34600,34100,33600,33600,,T0000105,SD
flat-z,0.1725,33600,36600,36600,37100,36600,36600,36600,36600,37100,,T0000105,SD
flat-z,0.0327,48300,47800,48300,47800,47300,46300,44900,43400,43900,44400,T0000105,SD
flat-z,0.3737,42900,,43400,44400,,45400,44900,43900,43900,32700,T0000105,SD
flat-z,0.0368,,35100,,39500,39500,40500,,,41500,,T0000105,SD
flat-z,0.0343,,38000,38000,,,44400,,45400,44900,,T0000105,SD
flat-z,0.129,,36100,,,,,,,32700,,T0000105,SD
flat-z,0.0394,34600,35100,35100,,,,40000,,39500,,T0000105,SD
flat-z,0.2728,43400,42900,,,40000,40000,42900,42400,42400,33200,T0000105,SD
flat-z,0.2165,39000,39500,38000,37100,37500,38000,39000,40000,39000,34100,T0000105,SD
flat-z,0.2012,35100,37100,33600,33600,33600,33200,33600,33200,33200,33200,T0000105,SD
flat-z,0.1914,34100,35100,39500,39500,39500,40000,40000,40500,41000,40500,T0000105,SD
flat-z,0.1873,32700,38500,39500,40000,39500,39500,39500,40000,40000,40500,T0000105,SD
flat-z,0.0486,34600,35600,38000,38000,38500,38500,39000,39000,40000,40500,T0000105,SD
flat-z,0.3399,34100,40000,41000,41000,40500,40000,39500,39500,39500,34100,T0000105,SD
flat-z,0.2882,32200,39000,39000,39500,41500,41000,39000,36100,35600,32700,T0000105,SD
flat-z,0.1976,39000,38500,,39000,39500,38500,39500,41900,42900,33200,T0000105,SD
flat-z,0.2155,32200,41900,43900,44400,43900,43900,42900,43400,42900,42400,T0000105,SD
flat-z,0.1049,33200,34600,37500,37500,38000,37500,40000,40000,40000,,T0000105,SD
